,Unnamed: 0,Car,Location,Year,Kilometers_Driven,Owner_Type,Fuel_Type,Power,Price
83,91,99,4,12,107000,2,1,168.5,16.5
84,92,1,3,16,48367,2,1,174.33,39.58
85,93,18,4,11,57000,2,1,89.84,5.5
86,94,51,4,12,58000,2,1,140.0,8.1
87,95,24,8,13,30000,2,1,98.6,3.5
88,96,103,8,11,34212,2,1,73.9,2.79
89,97,40,0,8,70002,2,1,110.0,3.45
90,98,67,1,14,62000,2,2,67.1,4.45
91,99,103,4,8,62001,2,2,103.5,2.65
92,100,43,10,9,78958,1,1,90.0,3.8
93,101,43,9,12,30180,2,2,82.85,4.65
94,103,0,8,8,30000,2,1,241.4,9.8
95,104,43,10,7,66000,1,2,80.0,2.7
96,105,62,3,8,93850,2,2,35.0,2.41
97,106,98,0,12,53000,2,2,78.9,3.9
98,107,44,5,9,78000,1,1,270.9,24.0
99,108,51,4,10,65000,1,1,140.0,5.75
100,109,40,8,12,40000,2,1,126.32,5.25
101,110,100,9,15,30000,2,1,171.5,19.25
102,111,60,3,15,38053,2,2,73.0,3.91
103,112,93,1,12,25500,2,2,37.5,2.15
104,113,5,9,13,56087,2,1,190.0,20.75
105,114,28,4,8,71088,2,2,130.0,3.35
106,115,100,0,12,55000,2,1,100.6,11.11
107,117,80,3,14,39882,2,2,75.94,6.55
108,118,6,9,7,128000,2,2,215.0,7.0
109,119,66,9,14,55000,2,1,88.5,7.5
110,120,39,9,3,102000,1,2,62.3,0.85
111,121,69,10,12,53753,1,1,107.3,16.75
112,122,40,8,16,10250,2,1,126.2,10.95
113,123,67,10,9,43874,2,2,67.1,2.45
114,124,93,3,15,32684,2,2,37.48,3.23
115,125,49,8,12,42000,2,1,120.0,7.75
116,126,76,8,7,28352,2,2,178.0,9.35
117,127,67,10,11,89900,2,0,58.16,3.25
118,128,26,1,5,47700,1,2,152.0,5.25
119,129,104,10,13,55000,2,1,103.2,7.25
120,130,58,7,15,44285,2,2,91.1,7.47
121,131,51,6,14,54000,2,1,140.0,13.25
122,132,63,3,14,30232,2,2,85.8,5.81
123,133,55,5,12,88500,2,2,67.1,2.6
124,135,40,7,17,12645,2,2,121.3,11.5
125,136,55,2,8,94385,1,2,46.3,1.6
126,138,29,9,13,12000,2,2,88.7,6.0
127,139,28,4,10,88578,2,2,130.0,3.95
128,140,76,7,12,44965,2,1,170.0,17.95
129,141,24,8,12,45044,2,1,98.6,3.7
130,142,65,7,14,34204,2,2,81.8,5.43
131,143,39,7,6,80759,0,2,62.3,1.67
132,144,99,3,10,91235,2,1,171.0,13.49
133,145,12,10,12,38800,2,2,76.8,2.85
134,146,88,2,11,83000,2,1,103.52,4.75
135,147,58,7,16,41283,2,2,91.1,9.9
136,149,5,9,12,48000,2,1,190.0,26.5
137,150,0,3,13,48214,2,1,174.33,23.32
138,151,65,2,14,35000,2,1,74.0,6.25
139,152,77,8,8,35277,2,2,362.9,30.0
140,153,88,3,14,54620,2,1,103.52,9.86
141,154,89,10,10,136997,2,1,138.1,8.5
142,155,33,7,17,14322,2,2,55.2,4.23
143,156,103,6,10,65634,2,1,73.9,3.5
144,158,25,8,11,33280,2,2,86.8,2.39
145,159,69,4,11,29000,2,2,120.7,11.25
146,160,27,7,13,42831,2,1,98.6,7.11
147,161,100,0,14,90000,2,1,100.6,10.9
148,162,65,0,15,24005,2,2,81.8,6.2
149,163,51,9,10,32792,2,1,140.0,7.9
150,164,18,7,12,147898,2,1,89.84,4.42
151,165,99,9,10,131765,2,1,168.5,13.5
152,166,104,2,11,65000,2,1,108.5,6.25
153,167,21,6,8,66123,1,1,68.0,2.1
154,168,10,9,13,41000,2,1,258.0,45.0
155,169,76,3,15,23550,2,1,167.62,33.66
156,170,25,1,10,45000,1,2,86.8,3.65
157,171,42,4,11,60000,2,2,78.9,2.75
158,173,37,8,17,1000,2,2,81.86,6.5
159,174,1,9,10,62500,1,1,174.33,19.0
160,175,104,9,11,21000,1,2,103.6,4.45
161,177,43,1,12,29000,2,1,88.73,8.35
162,178,1,9,12,40000,2,1,174.33,22.95
163,179,12,6,10,88000,2,1,57.6,1.5
164,180,89,7,10,53537,2,2,157.75,6.89
165,181,20,2,4,216000,1,1,68.0,1.45
166,182,6,5,12,51000,2,1,190.0,33.5
167,183,14,6,5,118500,2,2,102.5,1.25
168,184,103,5,10,63000,2,1,73.9,4.2
169,186,71,1,12,37382,2,1,201.1,32.0
170,187,56,7,15,24773,2,2,83.1,7.5
171,188,40,4,10,62000,2,1,126.32,4.6
172,189,42,7,15,52340,2,2,68.05,4.04
173,190,49,7,14,56739,2,1,120.0,10.31
174,191,46,3,16,36091,2,1,187.7,55.76
175,192,21,2,8,120000,2,1,68.0,2.6
176,193,61,9,14,33000,2,1,88.5,8.5
177,194,27,0,5,60006,2,2,110.78270676691729,2.95
178,195,24,8,12,52000,2,1,98.6,3.5
179,196,42,6,13,43571,2,2,78.9,3.55
180,197,24,8,11,50000,2,1,98.6,3.25
181,198,86,5,6,113000,2,1,106.0,4.5
182,199,83,4,12,90000,2,1,83.8,5.35
183,201,66,9,14,20000,2,1,88.5,9.0
184,202,43,7,14,61012,2,2,81.83,6.0
185,203,85,6,7,87459,2,2,85.0,2.75
186,204,91,10,8,70500,2,2,64.1,1.5
187,205,2,4,13,64103,2,1,174.33,19.9
188,206,87,9,12,76000,2,2,177.5,10.0
189,207,98,4,12,104000,2,1,67.06,3.0
190,208,65,8,8,42001,2,2,77.89052147239263,2.11
191,209,69,7,12,37245,2,2,120.7,11.96
192,210,24,8,11,45000,2,1,98.6,3.25
193,211,40,6,10,117837,1,1,126.32,4.75
194,212,83,9,12,30000,2,1,83.8,5.95
195,213,32,4,13,27057,1,2,121.3,8.15
196,214,67,9,14,8500,2,2,67.0,4.22
197,215,76,8,8,30500,2,2,186.0,10.5
198,217,42,10,10,44000,1,2,68.05,2.9
199,218,88,9,15,10500,2,2,103.52,8.9
200,219,89,5,15,26000,2,2,177.46,26.0
201,220,43,3,16,25166,2,2,81.86,8.22
202,221,24,8,12,64000,1,1,98.6,3.5
203,222,67,2,2,61000,1,2,67.1,1.25
204,224,76,3,16,29161,2,1,167.62,39.41
205,225,67,8,11,32000,2,2,67.04,2.65
206,226,82,3,13,46173,1,1,108.5,8.92
207,227,65,4,11,47000,2,1,77.89052147239263,4.1
208,228,78,7,15,26327,2,2,189.08,35.67
209,229,21,1,13,70436,2,1,99.0,3.6
210,230,90,6,5,200000,1,1,53.5,0.85
211,231,12,7,14,60813,1,2,76.8,3.32
212,232,103,9,10,45000,2,1,73.9,3.6
213,233,65,5,14,64000,2,1,74.0,6.8
214,234,21,8,10,41284,2,1,68.05,2.5
215,235,100,7,17,14165,2,1,171.5,19.64
216,236,38,9,9,67000,1,1,194.3,7.0
217,237,27,8,9,32572,2,2,117.3,3.87
218,238,43,7,16,14960,2,2,81.83,6.27
219,239,76,7,13,55980,2,1,167.62,18.12
220,240,12,9,11,74000,2,1,57.6,2.65
221,241,43,7,13,56847,2,1,88.73,7.2
222,242,100,3,13,121374,2,1,100.6,14.3
223,243,61,2,11,52000,2,1,88.76,6.9
224,244,100,9,12,118000,2,1,102.0,10.75
225,245,39,9,5,72000,0,2,62.3,0.95
226,246,27,7,14,33915,2,2,117.3,8.09
227,247,8,0,12,82002,2,1,184.0,18.5
228,248,37,9,15,33000,2,1,70.0,4.75
229,249,58,2,14,34000,2,1,88.5,8.45
230,250,88,8,10,55000,2,1,103.6,3.5
231,251,31,7,4,160538,2,1,82.0,1.8
232,252,103,6,12,60000,1,1,103.6,3.7
233,253,29,3,15,49575,2,2,88.7,7.17
234,254,42,6,8,83000,2,2,68.05,1.75
235,256,100,10,15,43000,2,1,147.8,18.65
236,257,62,6,9,35000,0,2,35.0,1.85
237,258,65,3,15,27872,1,2,81.8,5.95
238,259,37,9,12,16514,2,2,82.0,3.75
239,260,65,10,10,120000,2,1,74.0,3.75
240,261,40,5,6,143275,2,1,126.2,2.6
241,262,39,5,4,99000,2,2,62.3,1.75
242,263,43,9,8,52000,2,2,80.0,2.8
243,264,74,3,15,29819,2,1,254.79,61.29
244,265,76,1,12,57000,1,1,170.0,18.0
245,266,63,5,12,88500,2,1,73.94,4.35
246,267,32,1,14,28000,2,1,126.2,13.75
247,268,54,10,8,67000,2,2,66.1,2.0
248,269,83,4,14,26000,2,1,108.45,10.0
249,271,9,3,15,51982,2,1,258.0,45.77
250,272,42,1,8,36000,1,2,78.9,3.25
251,273,100,10,14,47000,2,1,102.0,12.8
252,274,68,9,0,60000,0,2,60.0,0.55
253,275,65,5,16,31025,2,1,74.0,7.15
254,276,49,10,11,105000,1,1,120.0,7.0
255,277,95,10,15,121900,2,1,74.0,3.75
256,278,17,9,15,22695,2,2,123.24,8.5
257,279,65,6,10,73000,2,1,74.0,4.35
258,280,55,7,14,32227,2,2,47.3,3.26
259,281,27,6,9,55000,2,2,118.0,4.21
260,282,4,7,16,11287,2,1,241.4,70.36
261,283,86,9,7,48000,1,1,105.0,2.95
262,284,40,7,10,54308,2,2,121.3,4.28
263,285,27,6,7,78442,2,2,118.0,3.57
264,286,43,8,11,46000,2,1,88.8,3.11
265,287,43,3,12,45051,2,2,98.6,5.96
266,288,104,5,9,69000,2,1,103.6,4.7
267,289,27,0,12,49000,2,2,117.3,6.9
268,290,95,10,16,45000,2,1,74.0,5.25
269,291,6,10,13,64000,2,1,177.0,28.0
270,292,67,4,7,60000,2,2,67.0,1.35
271,293,29,4,13,62178,2,2,88.7,4.85
272,294,102,3,10,58006,2,1,105.0,6.7
273,295,42,5,8,74000,2,2,78.9,3.1
274,296,76,7,13,77771,2,1,170.0,18.64
275,297,42,10,10,45275,2,2,78.9,2.8
276,298,100,2,14,48000,2,1,147.8,20.25
277,299,1,7,13,31652,2,1,174.33,26.78
278,300,100,5,8,109000,1,1,100.6,8.26
279,301,103,9,13,31978,2,2,73.9,3.89
280,302,55,5,9,70000,2,2,67.1,2.1
281,303,27,9,15,15000,2,2,117.3,12.69
282,304,91,3,11,59138,2,1,70.0,2.58
283,305,1,7,12,61726,2,1,174.33,20.77
284,306,73,4,13,48000,2,1,136.0,20.26
285,307,39,2,4,58000,1,2,62.3,1.5
286,308,65,8,9,60020,2,1,77.89052147239263,2.5
287,309,57,5,12,77815,2,2,67.04,4.25
288,310,74,5,15,29000,2,1,201.15,57.0
289,311,46,4,15,44000,2,1,187.7,44.0
290,312,104,5,9,108626,2,1,103.6,3.65
291,313,62,5,10,71791,2,2,35.0,2.05
292,314,25,7,10,91931,2,2,86.8,3.13
293,316,90,10,10,91183,2,1,75.0,2.85
294,317,67,4,10,65000,2,2,67.1,2.65
295,318,51,5,13,88428,2,1,140.0,10.6
296,319,91,10,6,138000,1,1,70.0,1.25
297,320,61,9,16,18000,2,2,93.7,8.25
298,321,23,9,9,60000,2,2,177.6,4.45
299,322,65,8,10,48000,2,1,73.9,3.7
300,323,20,5,7,160000,2,1,68.0,2.8
301,324,27,8,6,40000,2,2,78.0,1.8
302,325,1,7,12,51495,2,1,174.33,21.95
303,327,4,3,15,97430,2,1,245.0,62.67
304,328,68,10,6,42496,2,0,67.1,1.4
305,329,43,10,10,83000,2,1,90.0,5.5
306,330,42,1,7,37000,0,2,78.9,2.95
307,331,29,7,14,28503,2,2,88.7,6.86
308,332,65,5,13,76496,2,1,74.0,6.15
309,333,43,10,9,79152,1,2,82.85,3.3
310,334,103,8,9,32000,2,2,73.9,2.55
311,335,55,0,7,35000,2,2,46.3,1.5
312,336,97,2,2,105000,1,2,125.0,2.5
313,337,55,2,4,56000,1,2,46.3,1.4
314,338,92,10,10,73000,2,1,88.8,3.4
315,339,55,10,10,38000,2,2,46.3,2.25
316,341,97,8,6,80000,2,2,125.0,2.8
317,342,43,3,14,24973,2,2,81.83,7.66
318,343,66,2,14,45000,2,1,88.5,7.15
319,344,27,4,8,87430,2,2,118.0,3.5
320,345,90,5,12,133944,1,1,75.0,3.5
321,346,24,8,11,57000,2,1,98.6,3.45
322,347,33,3,14,27904,2,2,55.2,3.55
323,348,5,7,13,30717,1,1,190.0,25.99
324,349,40,1,10,80000,2,1,126.32,5.25
325,350,92,0,11,47304,2,1,88.8,2.9
326,351,87,6,3,100000,2,2,227.0,2.05
327,352,55,10,15,30000,2,2,67.1,3.75
328,353,18,9,12,68000,2,1,89.84,6.75
329,354,15,8,9,21000,1,2,62.0,0.95
330,355,44,5,15,21000,2,1,177.0,52.0
331,356,26,6,5,119000,0,2,141.1,3.91
332,357,89,7,17,13747,2,2,177.46,27.3
333,359,65,4,11,70000,2,1,74.0,3.5
334,360,65,9,14,18000,2,2,83.14,6.2
335,361,80,2,9,83000,2,1,63.1,2.75
336,362,65,9,13,130000,2,1,74.0,3.25
337,363,20,10,10,63400,2,1,67.0,3.25
338,364,68,8,1,65000,2,2,60.0,0.65
339,366,98,8,12,45000,2,1,67.05,3.25
340,367,55,8,16,26200,2,2,47.3,2.9
341,368,55,1,9,11000,0,2,47.0,2.9
342,369,10,1,7,90000,1,1,235.0,17.75
343,371,37,3,13,37081,2,2,82.0,5.77
344,372,66,5,15,39000,2,1,88.5,9.49
345,373,4,9,6,99000,0,1,241.4,12.95
346,374,73,2,13,38000,2,1,136.0,20.0
347,375,53,2,5,72000,0,2,37.0,1.0
348,376,83,2,13,93000,1,1,83.8,7.1
349,377,97,9,15,5900,2,1,87.2,16.5
350,378,76,2,12,25000,2,1,170.0,26.0
351,379,63,5,8,68000,1,1,73.9,3.2
352,381,41,7,13,74310,2,1,71.0,4.0
353,382,71,6,12,59364,2,1,203.0,26.5
354,383,69,7,12,41380,1,2,120.7,11.77
355,384,71,1,15,33900,2,1,204.0,37.0
356,385,27,9,14,28000,2,2,117.3,8.75
357,386,39,5,5,50958,2,2,62.3,1.95
358,387,27,2,9,93982,2,2,118.0,3.75
359,388,40,10,8,95000,2,2,103.2,2.5
360,390,24,4,13,52516,2,2,86.7,4.65
361,391,78,1,13,20000,2,2,122.0,32.0
362,392,77,3,15,56451,2,1,282.0,62.81
363,393,33,2,12,37000,2,2,55.2,3.25
364,394,67,8,12,17400,2,2,67.04,3.1
365,395,63,3,9,90207,2,1,73.9,3.91
366,396,5,2,9,89616,2,1,181.0,11.0
367,399,46,5,10,56000,2,1,187.7,30.0
368,400,72,10,8,85001,1,1,224.0,28.0
369,401,79,5,16,12000,2,1,175.56,28.0
370,402,55,6,8,125000,2,2,46.3,0.92
371,403,67,10,11,53000,2,2,64.0,2.75
372,404,46,3,15,34990,2,1,187.7,53.83
373,405,40,10,9,49768,1,2,121.3,4.95
374,406,6,5,11,56000,2,1,218.0,33.5
375,407,44,1,11,75000,2,1,270.9,27.95
376,408,89,5,8,57000,2,2,157.75,7.25
377,409,2,7,15,37542,2,1,174.33,25.71
378,410,46,3,12,95649,2,1,187.7,29.67
379,411,76,6,11,35299,2,1,170.0,19.0
380,412,49,7,15,28464,2,1,120.0,13.05
381,413,5,9,13,41000,2,1,190.0,25.5
382,416,31,10,3,5834,2,2,94.0,0.8
383,417,43,6,15,40250,2,2,81.86,6.9
384,419,33,8,13,20800,1,2,55.2,2.25
385,420,37,7,16,40322,2,2,81.86,5.5
386,421,27,9,11,52576,2,2,100.0,4.35
387,422,103,8,8,55000,2,2,73.9,2.25
388,423,1,9,14,47000,2,2,187.74,24.5
389,424,102,5,8,42021,2,1,125.78695652173911,5.45
390,425,32,3,15,23163,2,2,121.3,12.03
391,426,76,9,9,50000,1,2,186.0,8.5
392,427,78,9,12,11900,2,2,189.08,28.5
393,428,39,10,4,108000,1,2,62.3,1.2
394,429,98,1,11,37000,2,1,67.04,5.75
395,430,25,4,12,30000,1,2,86.8,3.2
396,431,56,3,16,12831,2,2,83.1,9.89
397,432,86,3,10,143017,2,1,138.1,6.58
398,433,33,7,16,13102,2,2,55.2,4.06
399,435,6,3,9,57832,2,1,258.0,25.82
400,436,55,7,14,34267,2,2,47.3,3.74
401,438,67,0,5,55100,2,2,67.1,1.45
402,439,27,8,6,40000,2,2,78.0,2.0
403,440,60,7,15,31841,2,0,73.0,4.7
404,442,47,3,14,82756,2,1,62.1,7.7
405,443,39,3,10,50243,2,2,62.3,3.35
406,444,33,5,12,20600,2,2,55.2,2.6
407,445,32,3,15,29952,2,2,121.3,13.77
408,446,104,9,15,15000,1,2,103.5,7.1
409,447,28,10,6,61938,1,2,130.0,2.65
410,448,90,5,12,67000,2,1,74.0,2.5
411,449,51,7,11,61672,2,1,140.0,7.53
412,450,43,3,15,26185,2,2,81.83,7.98
413,451,3,1,12,38000,1,1,174.3,39.0
414,452,63,2,9,67000,1,2,85.8,2.25
415,454,100,5,13,80883,2,1,102.0,13.5
416,455,57,5,14,80219,2,1,47.0,3.5
417,457,2,3,14,86642,2,1,181.0,20.37
418,458,5,1,14,19235,2,1,190.0,36.5
419,459,4,3,14,51002,2,1,335.2,48.91
420,460,43,10,14,6800,2,2,81.83,7.2
421,461,83,5,10,82749,2,1,108.45,5.99
422,462,41,10,14,51000,2,1,71.0,5.25
423,463,18,4,12,31465,2,1,89.84,6.5
424,464,103,5,11,76476,2,2,73.9,4.4
425,465,37,8,15,14000,2,1,70.0,4.6
426,466,92,0,11,47000,2,1,88.8,2.95
427,467,27,8,9,48466,2,2,118.0,3.26
428,468,39,1,6,46000,1,2,62.1,2.22
429,469,100,5,10,162663,2,1,100.0,10.5
430,470,58,3,15,25142,2,1,88.5,8.26
431,471,99,4,11,69000,2,1,169.0,14.45
432,472,20,2,7,80524,1,2,74.27432432432433,2.5
433,473,71,7,16,26405,2,2,191.34,51.43
434,474,76,2,12,45000,2,1,170.0,23.0
435,476,37,4,13,27000,2,2,82.0,4.5
436,477,21,5,16,3678,2,2,86.8,6.8
437,478,87,9,11,21000,2,2,138.02,8.75
438,479,83,9,13,67000,1,1,83.8,7.0
439,480,46,4,13,24000,1,1,177.0,33.5
440,481,21,2,9,75000,1,1,68.0,2.25
441,482,19,5,6,179000,1,1,156.0,4.24
442,483,99,3,15,47198,2,1,168.5,28.42
443,484,103,8,10,52000,2,1,73.9,2.75
444,485,63,6,9,91000,2,1,73.94,3.0
445,486,80,10,11,60000,2,1,63.1,3.55
446,487,40,8,11,37873,2,1,126.32,4.8
447,488,6,8,9,31000,2,2,150.0,13.5
448,490,26,5,2,78000,2,2,187.4,3.99
449,491,32,1,14,32000,2,1,126.2,15.5
450,492,42,6,8,59000,1,2,68.05,2.32
451,494,61,6,12,98000,2,2,93.7,5.5
452,495,87,2,4,72000,1,1,66.0,3.2
453,496,24,10,13,79000,2,2,86.7,4.0
454,497,68,2,2,29000,2,2,60.0,1.6
455,498,64,7,11,66012,2,2,103.3,4.15
456,499,25,9,12,35000,2,2,86.8,4.25
457,500,67,0,9,75000,2,2,67.1,2.6
458,501,96,9,6,80000,1,2,164.7,3.43
459,502,12,7,10,32717,2,2,79.4,2.55
460,503,99,4,15,25000,2,1,168.5,32.0
461,504,18,9,12,79000,2,1,89.84,6.25
462,505,65,5,8,86000,1,1,75.0,3.6
463,506,77,10,8,137000,2,1,282.0,18.5
464,507,30,9,13,25000,1,2,117.3,4.25
465,508,37,9,15,8500,1,2,82.0,4.8
466,509,51,1,13,34000,2,1,140.0,13.0
467,510,85,10,10,41629,1,2,105.0,2.25
468,511,39,5,7,80227,2,2,62.1,2.3
469,512,32,7,17,8587,2,2,121.3,13.56
470,513,49,4,15,30000,2,1,120.0,12.25
471,514,88,10,11,64186,2,1,103.5,3.76
472,515,83,3,13,76427,2,1,108.45,8.58
473,516,10,5,9,75000,2,1,245.0,27.5
474,517,98,3,11,27075,2,2,88.73,4.95
475,518,67,0,10,30000,2,2,67.04,3.3
476,519,32,2,14,69434,2,2,121.3,8.0
477,520,57,6,12,56000,2,2,67.04,2.79
478,521,46,3,15,49275,2,1,187.7,45.64
479,522,12,10,12,8700,2,2,76.8,2.55
480,523,93,0,12,18000,1,2,37.5,1.0
481,524,1,3,15,41041,2,1,174.33,37.56
482,525,71,7,7,80464,1,1,198.5,9.29
483,526,65,7,17,20667,2,2,81.8,6.37
484,527,16,3,11,60283,2,2,112.0,2.98
485,528,65,7,15,31696,2,2,81.8,5.75
486,529,99,5,8,100000,2,1,171.0,13.0
487,530,61,9,12,13361,2,2,93.7,6.8
488,531,5,3,8,48394,2,2,154.0,10.49
489,532,61,6,12,47399,2,2,93.7,5.6
490,533,27,9,8,69000,1,2,118.0,2.85
491,534,38,3,11,65278,2,1,194.3,8.36
492,535,91,6,3,108000,2,1,70.0,1.0
493,536,71,8,8,50645,1,2,204.0,10.75
494,537,65,5,9,130002,2,1,73.9,3.85
495,538,20,5,10,107000,2,1,67.0,3.0
496,539,27,3,13,41950,2,2,117.3,9.6
497,540,99,4,10,109000,2,1,168.5,13.25
498,541,24,9,14,9000,2,2,86.7,5.75
499,542,43,4,12,43900,2,1,88.73,6.75
500,544,76,7,17,13190,2,2,181.43,38.99
501,545,64,9,7,77652,2,2,103.2,2.85
502,546,100,9,10,55000,2,1,100.0,9.51
503,547,6,0,10,59900,1,1,177.0,18.5
504,548,83,4,13,73539,2,1,108.45,6.75
505,549,8,3,15,31645,2,1,190.0,29.4
506,550,27,7,7,69690,2,2,78.0,3.29
507,551,58,4,14,41000,2,1,88.5,9.5
508,552,65,10,8,109200,1,2,85.8,2.2
509,553,51,10,10,80000,2,1,140.0,6.5
510,554,28,0,5,51000,2,2,130.0,4.9
511,555,61,10,11,105000,1,1,88.5,6.75
512,556,98,2,11,179000,2,1,67.04,3.8
513,558,88,5,15,31000,2,1,108.4,10.5
514,559,103,5,13,50000,2,1,88.8,6.2
515,560,86,6,7,48000,2,1,105.0,5.0
516,562,100,0,14,100200,2,1,171.5,17.0
517,563,5,1,12,47000,2,1,184.0,25.5
518,564,29,6,13,63642,2,1,98.6,5.65
519,565,24,7,13,62550,2,1,98.6,5.6
520,566,44,7,13,37340,2,1,187.7,29.98
521,567,65,3,14,38461,2,1,74.0,7.39
522,568,45,6,16,29000,2,1,170.0,19.0
523,569,97,10,8,31000,2,2,132.0,5.0
524,570,27,8,9,42086,2,2,118.0,3.35
525,571,65,2,11,49000,2,2,85.8,4.45
526,572,40,3,17,77240,2,1,126.32,8.31
527,573,47,6,10,105000,1,1,62.1,6.0
528,574,65,2,12,35000,2,1,74.0,5.25
529,575,39,2,4,83072,2,2,62.3,1.4
530,576,1,5,10,202082,2,1,174.33,12.3
531,577,22,2,2,129000,0,2,70.0,1.5
532,578,103,3,16,33558,2,1,88.0,8.12
533,579,47,3,10,60271,2,1,63.0,6.12
534,580,27,3,15,45366,2,1,98.6,10.88
535,582,43,7,14,42362,2,2,81.83,6.15
536,583,8,2,14,21000,2,1,184.0,33.0
537,584,8,9,10,15200,2,1,177.0,13.5
538,585,99,9,13,43690,2,1,168.5,17.11
539,586,4,7,12,79926,2,1,335.2,29.77
540,587,61,8,11,53073,2,1,88.76,5.95
541,588,43,1,13,59000,2,2,80.0,5.75
542,589,77,1,4,47088,1,2,364.9,19.0
543,590,83,0,12,55000,2,1,83.8,4.75
544,592,99,4,11,71932,2,1,168.5,16.5
545,593,10,9,12,19000,2,1,258.0,44.0
546,594,65,5,9,81759,2,1,73.9,4.39
547,595,65,7,16,52010,2,1,74.0,6.2
548,596,1,7,14,58953,2,2,177.01,24.22
549,597,79,9,6,93000,0,1,107.2,5.45
550,598,44,4,14,10000,2,1,187.7,44.0
551,599,100,3,17,40674,2,1,171.5,24.82
552,600,87,9,13,50000,2,1,141.0,11.69
553,601,97,1,16,1331,2,2,138.03,20.0
