,Unnamed: 0,Car,Location,Year,Kilometers_Driven,Owner_Type,Fuel_Type,Power,Price
329,354,Chevrolet Spark,Kolkata,2011,21000,Second,Petrol,62.0,0.95
330,355,Jaguar XF,Hyderabad,2017,21000,First,Diesel,177.0,52.0
331,356,Honda CR-V,Jaipur,2007,119000,Third,Petrol,141.1,3.91
332,357,Skoda Superb,Kochi,2019,13747,First,Petrol,177.46,27.3
333,359,Maruti Swift,Delhi,2013,70000,First,Diesel,74.0,3.5
334,360,Maruti Swift,Mumbai,2016,18000,First,Petrol,83.14,6.2
335,361,Nissan Micra,Chennai,2011,83000,First,Diesel,63.1,2.75
336,362,Maruti Swift,Mumbai,2015,130000,First,Diesel,74.0,3.25
337,363,Ford Fiesta,Pune,2012,63400,First,Diesel,67.0,3.25
338,364,Maruti Zen,Kolkata,2003,65000,First,Petrol,60.0,0.65
339,366,Toyota Etios,Kolkata,2014,45000,First,Diesel,67.05,3.25
340,367,Maruti Alto,Kolkata,2018,26200,First,Petrol,47.3,2.9
341,368,Maruti Alto,Bangalore,2011,11000,Third,Petrol,47.0,2.9
342,369,BMW X5,Bangalore,2009,90000,Second,Diesel,235.0,17.75
343,371,Hyundai Grand,Coimbatore,2015,37081,First,Petrol,82.0,5.77
344,372,Maruti Vitara,Hyderabad,2017,39000,First,Diesel,88.5,9.49
345,373,Audi Q7,Mumbai,2008,99000,Third,Diesel,241.4,12.95
346,374,Mercedes-Benz GLA,Chennai,2015,38000,First,Diesel,136.0,20.0
347,375,Maruti 800,Chennai,2007,72000,Third,Petrol,37.0,1.0
348,376,Renault Duster,Chennai,2015,93000,Second,Diesel,83.8,7.1
349,377,Toyota Corolla,Mumbai,2017,5900,First,Diesel,87.2,16.5
350,378,Mercedes-Benz New,Chennai,2014,25000,First,Diesel,170.0,26.0
351,379,Maruti Ritz,Hyderabad,2010,68000,Second,Diesel,73.9,3.2
352,381,Hyundai Xcent,Kochi,2015,74310,First,Diesel,71.0,4.0
